review_id,review_date,reviews,product_id,ratings,order_id
ef9db92e-ff75-4dea-8857-61d16d975897,2024-02-25,I'm happy with the quality and performance of the product,1GK7TP1GE63,4,0c2435e5-8c98-4e31-8ac8-b4e8736b5313
ef9b4da2-b093-4ce0-9af0-8c6e8364fd43,2023-06-18,"It's average quality, nothing to write home about",3UQ6JC1FJ55,3,0c4bef1e-11f0-44cb-93bb-6d236438dc9c
ef1b8a16-2ea7-413c-af90-7dd590caf554,2023-04-08,"Flawless product, highly impressed",9WW1VF3FE02,5,0c683674-dd4b-4f93-b20a-1e420639a96c
ef16b5a9-00d3-4a98-80f9-b3a482e09b80,2024-02-16,"It's okay for everyday use, but don't expect anything special",9Y46P59HU11,3,0c8c167f-5956-4a77-a7f9-0406c5218f48
ef062ec9-e693-43f4-a7d9-a7f1e8d3ebdf,2024-01-20,"Thrilled with the quality, 5 stars all the way",5Y48F97CT45,5,0cb125b7-839c-4a34-ba8b-84043cf200ce
eeb537bc-6997-4df0-ba4d-ebb880905c2e,2023-05-07,No comment,5NW5FT0NA97,5,0d368843-6b08-4f86-930c-2933a84c0abd
eeb24d83-e9cf-4de0-b391-65e0fe6d61c1,2023-05-23,No comment,5T86YT9HV15,5,0da804bb-2619-426c-8164-a2989ca91594
eea5731b-380a-4f96-aa1d-1959fa22b13c,2023-09-09,"It's adequate, but not outstanding in any way",7K27P15UC40,3,0dbffc92-c5b3-4302-9cdd-9867306e087d
ee452e5c-3d36-47c7-837c-0295331b0a2d,2023-12-01,"Overall, a great purchase that I'm happy with",8XR1X90AJ17,4,0dde4c19-fb4f-4f4f-b3c3-42c5151d6180
ee3fff53-7ec2-4370-9c6b-8860e9c1324e,2023-04-13,No comment,9KY0Y40XF72,5,0e03a2bb-dc9d-4fe3-9511-5b8bc5e7b03c
eddfaad3-4678-410b-9658-5e7ea794e557,2023-05-29,It's a great investment that has been worth every penny,7Q83EM8NH08,4,0e2be5eb-a420-49e4-9fb3-13584e822918
ed01f2de-827f-4a4a-a1f8-659930d30d84,2023-09-23,The product was missing key components,6YF7QC5VE05,1,0f39f308-7297-4976-8dfa-01ff1b53a703
ecda1f5e-7659-4624-9a45-e5fb067d0860,2023-09-29,No comment,3K49CK5RR81,5,0f7fc924-07ac-4815-ba4b-84cf767687b3
ec73be8c-e60a-4358-af48-2a9d5c9296e9,2023-10-13,No comment,8DF2AN1QN30,3,0f99b31c-9aab-4158-9d4b-75fee2406010
ec62a96d-b930-4460-a2b0-b2ad34867a22,2023-09-08,It's a practical product that has made my life easier,6G57MM7UX85,4,0fd247a5-cc17-4e6e-9ce4-f6f33c3ea15b
ec1519ae-7ffa-4b85-9062-bb5dd413787d,2023-05-16,"It's a great value for the price, highly recommend",3DD5KX0DW16,4,1050a94c-315c-4047-8c67-e3aab5571464
ec06c1d2-9d6f-4b8b-9d3b-f01debb6f763,2023-04-22,"Remarkable product, 5 stars all the way",1VP3X75GX09,5,1096d4c9-d69f-4e94-a48a-2857f35a3517
ebfccaa1-e3d3-4c80-a1b5-f25c1f224f94,2024-02-20,"It's passable, but there are definitely nicer options out there",4NV2ND4QK96,3,10d82171-385c-4b69-b82d-935179e70447
ebefc518-e78c-4814-b6fd-ec40a089e20e,2023-10-26,"Exceptional product, highly recommend",6DC7F66VA36,5,1105602b-dd43-43eb-8f3b-932aaf84497b
ebe416a0-563d-4b1e-a03d-089d33981b5c,2023-09-10,"Impressed beyond words, highly recommend",6YD5PR4MN09,5,113d8efd-2de4-4146-96f0-8b745a01c523
eae86a8e-0878-4152-ab7e-6a247917e154,2023-06-13,The product was missing key features advertised,1WX2GQ3PV37,2,1152331a-792a-445b-9238-98059bff5e83
e9cf7213-1a9f-4dfc-a740-2af498c10cb5,2023-05-08,I've been using this product for a while now and it's held up well,6M80YW4FG10,4,120148b7-3269-4434-8b27-e3cee5486f13
e9328953-db3e-471c-9a2b-db82052a5726,2023-05-10,Received a damaged product and couldn't get a refund,9RX4FC8EN00,1,123109de-7007-48b0-ad71-714d10f328f5
e9136312-7a97-4f92-ba36-825b13f954a0,2023-05-17,No comment,7D09QR6MQ04,3,12411945-5d90-4f5e-9ea2-a3bac4e21f3c
e8c95553-690c-4dfd-9461-c0dd7cb2782d,2023-07-30,No comment,5WY1G98FX63,4,1258ba01-491c-41c9-ad6f-8985bcfb80e6
e8adbde6-f4e1-4517-bf31-6665ef35e9af,2023-07-23,"Flawless product, highly impressed",5W89AE4RK75,5,125c0272-9612-4116-a01d-b0bfafd48fd3
e87a3bf1-79da-4f8b-91b5-9b1a26e33621,2023-04-28,"The product had a strange chemical taste, couldn't use it as intended",8AT0WD1CV64,2,12939a20-358c-44ec-becb-ad7f910fb863
e8755460-e1ce-4e0e-944a-c4bcce8af7fa,2023-10-28,"Remarkable product, 5 stars all the way",8GY5M75JD44,5,131e890e-8f2b-45e3-8b32-262d470251d2
e7c553cb-829c-49c7-8bfb-360dd781de7c,2023-03-26,The product's advertised speed/performance was significantly slower than expected,6FV4U47WK44,2,140e1fe3-5c53-41c9-8043-e1401d696650
e6b3e57f-e8e5-4177-be8b-7f5738c40fc2,2023-04-05,No comment,3M19DG1GJ41,5,14147ca5-2407-482f-b63e-be6e4ab5a565
e64cd14b-c122-4814-8ae2-06778167d9a1,2023-08-05,I'm happy with the purchase and would buy again,6K49P59MK21,4,143193a7-14ed-47e9-85c3-5d32fa0a4cde
e6318c97-6d03-470b-888f-30a6b6ba4a4c,2023-03-28,"Phenomenal quality, couldn't be happier",4XF8TG5CD85,5,14393f03-5008-4c2b-9e36-475c488c4a69
e5cc8065-6afa-4faa-a566-c3f1cc44fab8,2024-02-22,"Phenomenal quality, highly satisfied",6C91Y31QY35,5,1504131b-47f5-48c5-9425-16a37a0bc875
e5aae210-a2d4-40e9-8fdb-1ab3d531720b,2023-06-07,"The product was a knock-off, not authentic",9XR3KP7YH85,1,154196fb-f9fa-4d6a-b9e1-09ebbfc2cfc6
e5493791-5e08-49c4-b96d-c6d465503816,2023-10-21,No comment,2CJ6H16UT32,5,15e7d5cc-049c-436f-b40b-1e69c7b60b65
e53ff3a4-83dc-4ecf-8328-eafe50c8fd0d,2023-05-19,"Poor quality control, product had defects",8WD2KN6XG72,1,16145ec9-9895-4681-b6d3-386d7bad5a90
e4fd0dbc-6a15-4648-b9da-d8c80f7811d1,2023-05-22,"Perfect in every way, highly recommend",5CU0YK2UU75,5,1618d4f8-624b-4221-9cf8-db021d89fefe
e4ea26b5-17f1-4ffb-97a3-cf519638eb4a,2023-03-05,"Perfect in every way, couldn't be happier",8TN4MR0MG12,5,171ecc71-5e3a-48ac-b346-c32a1f30d7ba
e4b015e7-b2b9-40e1-890d-2814718ad04a,2023-10-16,The product arrived damaged and poorly packaged,2G08AR3RT08,1,175076d9-9fa8-4ccc-a5de-1f9b733ef97c
e49fea0c-c7ce-44d1-a155-8b07ff544c76,2023-05-18,"It's satisfactory, but there's room for improvement",7TR0XX9GT74,3,176cd5c6-f445-44f8-9545-a95f42e2ea3e
e46b2996-80d2-4148-ab3d-4bb0871de3d0,2024-02-28,I'm impressed with how well this product has held up over time,5W60EF8NC85,4,18b09293-ccff-43ea-96f8-2803ea579f86
e34dd1fb-10e5-4175-b3b3-73c9781a34d5,2023-10-02,This product has been a great addition to my daily routine,1WK4U99MM89,4,195f36b7-dc05-418c-989e-727bb5339329
e3140d9a-fafa-4a21-a485-9caff3bb8d99,2024-02-28,"Flawless product, highly satisfied",8DJ2RX7WT05,5,19f6b889-d1b4-4c0a-8b25-ea82c0c6d274
e2be393a-c008-40c6-b34f-ea615e20327e,2023-06-17,"Outstanding product, highly impressed",5C94G00NV64,5,1a0eb4a4-c7ca-4e65-8faa-2202584f1bf0
e1c6d5af-8fbd-4b4e-bf89-98ba08db93d9,2023-08-07,No comment,5TD5FY6VD00,5,1b0980e7-f662-4bb1-a46c-de25dc7123cc
e1949d79-a135-4c04-a085-f058938a2833,2023-06-19,The product is exactly as described and works perfectly,4H40AP6KN52,4,1b75abcb-b85f-421e-8ac3-1c33324abc98
e16bb597-5f35-4f22-9c92-e58e62652bbf,2024-01-08,The product is well-made and feels durable,9YT2TY0MJ74,4,1ba3f77b-4700-4c55-992f-f0c6551f755a
e068a946-917e-4482-8091-d1cf93de6510,2023-07-16,"Very satisfied with this product, it's been a great investment",7M60C98JA32,4,1c52bcbb-90b7-4f45-a063-396d95d0bdaa
e043e47e-73e0-4135-b326-c67c2ba6b132,2023-05-31,"The product was over-hyped, didn't live up to expectations",8NE5X18FU50,1,1c8ddc25-c59f-4821-bcbf-616616f44c65
e024528c-e62e-4206-8bc4-8e791e342770,2024-03-05,"Very happy with the purchase, it's been a great addition to my routine",8WK6E16EY82,4,1ca3c6ab-553d-47c9-bd1a-a4983f54f207
df31bce9-f577-4ea0-b3f0-99883f503ed4,2023-08-31,I'm impressed with how well this product has held up over time,4FN1XJ1QF33,4,1d160eeb-686e-4de5-9cf8-b78c0032552e
de8483b3-2089-4839-89fc-3bc2b602537e,2023-11-30,No comment,3QM2QJ2PD04,3,1daff4fd-f984-4f29-8ba8-a3fd52917aad
dcfa28ee-1db6-45cd-8a68-fe6462829eb9,2023-12-16,"This product has exceeded my expectations, very satisfied",2DE8UW5MJ89,4,1dccb836-f17a-472f-8a20-c0418cc9d995
dcc80bd6-f902-42be-8b28-7ac450b880a4,2023-03-09,No comment,6HP6PN8HR49,4,1e0c7d1c-b835-4023-be84-280f47d0421e
dc6adb5b-c105-4182-8845-9dddfccc8431,2023-11-11,"Flawless product, highly satisfied",6W53XX0VH98,5,1e223db5-b8ae-4e9c-890b-f566463ae4c7
dc661cf2-0779-41e7-92ce-f51d9f54eb0a,2023-03-31,I've been using this product for a while now and it's held up well,2TJ3M64NW79,4,1e444cbc-dbbb-49e8-af3b-4fe2ddc42678
dc3bbedf-b424-4fe1-8cd0-cc9dd90ec1d1,2024-02-05,"Couldn't be happier with this purchase, 5 stars",7WA4RJ0NC67,5,1e74a4b1-4268-4c98-82ae-f82d74dc94aa
dc33ca9a-17ab-4ba8-b647-00db52ce0955,2024-01-19,"Couldn't be happier with this purchase, outstanding quality",1NW1NY0PP73,5,1ede96d3-48ad-479a-845f-d2ad68fa02e4
db88c45a-9e38-4d1c-b63c-a2bde5827f7e,2023-09-17,No comment,5H50PH9ER98,4,1ee7a5a4-6d36-4bb3-a591-15147c74b26a
db7d94aa-23fd-4caf-b540-44efef3f4380,2023-09-02,No comment,3RP5J00EF93,5,1f148f02-e1f8-4b5e-a07f-40e22ace03e8
db15dc39-bb80-474c-888b-254de253c910,2023-06-14,No comment,8MF3HR6NM68,5,1f95bfd1-c9e2-4699-b1f9-3a860ca1f607
daf70ed6-7c6d-4b87-adf1-45ee939be765,2023-05-03,"It's a great value for the price, highly recommend",4UD0GJ2CP77,4,201d89fd-cc17-4711-a6c8-c95bf9fc35dc
da6ee3be-ce22-4229-9e18-d28b1ec2bd77,2023-07-31,No comment,3E62CP6XT50,3,2048f876-5b81-411d-a3c6-6c9d2b6e62a2
da1315e5-94d1-4231-8658-1d40222123a7,2024-02-11,"It's passable, but I expected more for the price",7DW4G31GN88,3,20630a75-9550-423b-8437-fd62f77e7c9b
d94da21d-42ff-4dce-917e-c50acfbc14f1,2023-04-07,"Impressed beyond words, remarkable product",6AX3VG7UD97,5,21f718ea-f79c-429b-8838-6464fd389ff1
d90eaaac-c67b-44bf-9333-08be6f9b6b23,2023-04-28,"The product had a strange smell, had to return it",5D72V31EC25,1,224e2ae9-004a-4b23-9456-e6e00a186231
d90038eb-8bb9-4133-b4de-5a3264679549,2023-08-24,"Amazing value for money, flawless product",5T86YT9HV15,5,22524a30-bbef-450b-9083-ba1ac147d3cf
d892f630-d09d-4803-823d-2a0f46e827da,2023-09-06,Product didn't match the images online,1DW6N60KX24,1,2252f760-04de-43e3-8bf6-0c13ea65a4e2
d841a76a-3a37-46bf-9946-9e41c66b2dfe,2024-02-15,I'm satisfied with the quality and performance of the product,4GM0V18FG35,4,22560953-2c68-4934-89a3-db81fd2fbb1d
d82d0009-682d-4b4c-85c4-85367ec073c7,2023-11-27,The product stopped working after a short period of time,7D70DM1NP58,1,226f414e-61e4-4df0-9c12-4af17facf6b0
d7a9154b-b84c-41ab-93dd-e3ad379cbd50,2023-06-21,"Exceptional quality, couldn't be happier",6J05DK5NE29,5,2279eef3-050e-4e30-94b1-07ff79c54205
d79b5193-12d0-4211-ab03-6cc3f647d1ec,2023-05-27,I'm satisfied with the durability and functionality of the product,9U13KC2FP38,4,22a8fe35-2deb-434a-97a8-302446ae94ce
d78dfe18-ca75-4938-b72b-0235af933515,2023-11-18,"It's not bad, but I expected a bit more for the price",6N40G90TU39,3,22b0cd09-e117-4b90-8925-bc02c6c496fa
d765c5c6-e2cf-4394-ad61-883eab16ecc5,2023-05-03,No comment,8T91R76RF07,5,22eb0bdf-b770-4d4f-806a-54f681eee14f
d760e4c9-8f0f-4081-9add-1a21245a38fe,2023-12-01,No comment,1GK7TP1GE63,4,22f4d1e5-8a3a-432d-b824-ed63aa38f7dd
d5c46e48-0d35-46df-bb94-706de9bb2387,2023-04-15,"Exceeded all expectations, 5 stars",7XR1KY0NP64,5,23b87ff6-00d9-4af9-a6c3-c87e93eb7663
d5a73bd0-917f-4bd5-a18d-b339b3dbed29,2023-07-20,"It's acceptable, but there are better alternatives",3QQ2X11MX98,3,244463b8-c29c-4184-95cd-c671dfaa865b
d592d819-3d8e-45af-ac2b-7b26abd038c2,2023-09-23,"The product is fine, but it didn't blow me away",2RV9CN0YC25,3,24cb7512-6d2b-4723-ba96-c9149056c8cf
d56b3c7a-2a8a-4bb0-9ef4-be64428820c4,2023-03-21,"Phenomenal product, highly impressed",9M18TN6WH22,5,264eba37-9deb-4f19-a53b-5563a2754cf8
d508fde5-2a9c-4e9c-b9e5-9f1c09e80274,2023-03-30,No comment,4DA2QM4VC71,5,267a8e6c-a560-4059-9fe7-4288b9fd8df5
d4ebd0e0-50fd-4bab-8d9a-2ba4de89f7bf,2023-03-25,No comment,7VU4WR6CR12,5,2688a7de-b55d-446b-941b-e14b53e82766
d4e1acff-2ea5-4cad-aaf7-522378e44016,2023-07-07,"Cheap material, fell apart after one wash",3D78VD0UW70,1,26908641-c500-40ca-bee8-40d9bfec3b95
d47d3b11-c776-41c3-8b3f-c59280d63333,2023-11-19,"It's alright, but there are some aspects that could be improved",1AT9FC6UN05,3,26ab107a-d5e2-417c-91ff-0f1f0f2f64af
d44d4824-0e17-4c08-9f34-7e9021434351,2024-01-24,The product's advertised features were gimmicky and served no practical purpose,3N65UG9YV09,2,288ed371-8f1e-4fc6-a2e3-2991b9cac107
d43faa9e-0d9d-4290-a55a-a572a29f82a0,2024-01-18,"Phenomenal quality, highly satisfied",1W01T69JE65,5,289eff66-a6d0-41cf-b341-a0b71d150f3f
d3c488f6-f604-47dd-b75f-44ab4df26449,2023-12-23,"Phenomenal quality, 5 stars all the way",8KM5P47NP49,5,28b61c34-775f-43f5-a545-8bfa111cc916
d3b8df9c-aef4-447b-8be2-2877665c41a0,2023-07-11,"Perfect in every way, highly satisfied",1EP3U22MP59,5,29262fb4-f2dc-45f9-8add-845cb344838d
d2bbc113-ce4e-4e66-ab40-3e3dad04b99d,2023-08-05,No comment,9YC9YR2JD59,4,299a62e9-2d75-4ae6-ba11-156f615df51a
d298b37e-2e23-4c7a-9944-47f15b0dc904,2023-10-31,"Thrilled with this product, 5 stars",9E26TM8WE61,5,29de00f7-f6a6-4af0-a26d-81f971dd8a34
d281054f-35b7-4b7c-9a29-9596e1d29e79,2023-11-02,"Thrilled with the quality, exceeded expectations",4QK4QK4PX53,5,29ec4f18-037c-452a-9ab7-80f0cf723753
d2067aec-6819-47aa-82dc-e9932b9cbfe5,2023-06-19,"Outstanding product, highly recommend",5DR1M38YW11,5,29edabc1-c751-4fbf-87b6-9daa4696e1c1
d1f8e92a-c30f-4e8e-b05f-120fa020886b,2023-06-11,The product was flimsy and didn't provide adequate protection,8MM7MP4PW79,2,2a34c773-a085-47ed-93dd-661a88ff9251
d117a11a-d8b1-4045-b87e-e5361c01d376,2023-09-10,"Remarkable product, 5 stars all the way",6JF7KC0ME02,5,2a61a2e8-756a-4354-907b-b6d5d173a7df
d0db8744-4d3a-4c3e-bb58-e1fa71e22d77,2024-02-05,The item was damaged during shipping due to poor packaging,3GR7K88MQ97,1,2a7db6dc-b348-4cfd-9f3a-a21ad4c543ec
d0b95f43-6af8-4031-9222-92dbb6f8db46,2023-08-29,"Flawless product, exceeded expectations",6KP8W20GD67,5,2bd69aae-866c-4c29-8193-6c478ede9d7f
cf6589f8-1a04-428c-8c1c-97844eeb60da,2023-12-15,"Thrilled with the quality, 5 stars all the way",9D20FR8HG96,5,2cd5989c-efc1-4476-98e0-d78635e11463
cf383931-f9f3-40db-8895-4986ec5021bb,2023-03-18,"Perfect in every way, couldn't be happier",7VY2N40KH94,5,2e5e87e2-f195-43d8-b2ab-018fdf6d2b44
cefb37d8-be52-4c4e-99eb-ca607b7c153d,2023-05-22,"It's acceptable quality, but there are better choices available",5D72V31EC25,3,2e98b09d-3216-495f-839e-6d4318c16083
ce31697f-50db-4b5d-bd7d-b150f2ca6044,2023-05-07,"Very happy with this purchase, it's been a game-changer",7WY7AR5WT83,4,2fbe07f7-8034-4bf2-ab70-a1d9f1d9b75e
cdf1e116-9742-4359-bf57-33482b322d40,2024-02-26,"Overall, a great investment that has been worth every penny",6AQ0QD0VQ97,4,2ffee9c6-be40-4dea-bb26-757d9e08aa1f
cd69a68f-cf37-4a5b-9299-05a3ef0411f1,2024-02-17,No comment,2D38JA4DJ58,4,302a9db4-8cb8-4df8-a2d5-624fe6fdb8ef
cd24b26c-1ac5-4711-8f9c-bad9fd2cad34,2023-05-13,"Flawless product, exceeded expectations",9C71A69AA07,5,30a46ac9-d82a-433e-90db-02d7ad4fffcc
ccb67161-6531-41e3-b005-4ef436091377,2023-06-22,No comment,3MN8HA6RG92,4,30b9247d-ad22-4952-8df3-4b2da5678bef
cc19232f-3e43-4232-b79f-96b97b713b62,2024-02-05,"Perfect in every way, highly recommend",5UW6HD6AA71,5,30be5f03-b084-4d66-81e1-d971b007205d
cc0ee71d-2e96-489b-ac3a-992f3f5a1103,2024-01-10,No comment,2V33U42HF67,5,31146ac6-a8be-4911-b340-2ff027f4fb2a
cbfcb263-44a0-42b4-9e9e-837dbb3c0b9c,2023-12-24,"It's decent quality, but there are some minor flaws",8VX3U15WG21,3,313fffcd-9e0d-4d03-9068-014a24f558d0
cbd85081-3e3b-4c5d-a3b2-3c187ea809ba,2023-07-20,"Phenomenal product, couldn't be happier",1MG5J33DQ09,5,31e36f56-ddb9-46b9-9063-b75a2f3921e3
cb69ac8f-c406-40a9-b2ed-f2f893332686,2023-09-19,The product's customer service was unhelpful and dismissive of concerns,7QT1T38CQ83,2,3332fb8f-aa66-469c-bdf1-084f39fb67b4
cb4f74a7-15d0-4a00-81ad-0b6fce77b236,2023-06-18,No comment,4ND6W41QW92,4,335dd0a0-cd7c-4f0a-946a-d18c94416260
cb435f0c-60ca-42ed-b6ac-00c35a0ce81d,2023-10-15,"Impressed beyond words, outstanding quality",4WV8UE2MG42,5,338e5dfd-8a5e-4b61-bc1c-577f44dffacf
cb41f895-ccdf-4ed8-8bc5-79a13625e13b,2023-12-23,No comment,9XQ5VV5EW76,5,33c6c8e9-44cb-46ed-ac4b-32ea42927440
cb20a90b-d26b-42ef-a849-e4930795a014,2023-03-21,"Exceptional value for money, highly satisfied",1EM0JG5FQ43,5,33d99b95-4133-46ce-b69a-14634e6ef75a
cb1989e9-1818-43a4-ab27-4fc9d577303a,2024-02-25,"Exceeded all expectations, highly satisfied",6QJ3F13UM57,5,33de08ab-542d-4a11-b2ed-f321fe3da7fe
